state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,phase,phase_date,initiative_number,initiative,initiative_amount,strategy,recipient_count,amount_basis,flow_type,hospital_benefiting,determination_confidence,determination_basis,source_archive_path,flag_reason
GA,34,80 rural hospitals (AHEAD Model pre-implementation cohort) - names not captured,60000000,HOSPITAL_OR_SYSTEM,Yes,"DCH states 80 rural hospitals each awarded $750,000. 80 x $750,000 = $60,000,000, which closes on the stated initiative total independently. The roster is at greathealth.georgia.gov/value-based-care-hospital-list, a host not on the egress allowlist, so recipient_confirmed = No: the class is confirmed, the individual names are not captured. Expands to 80 named rows once that host is reachable.",No,Yes,FY2026 (Year 1),Georgia Reaches $103 Million in Total Awards to Date to Expand Rural Healthcare through GREAT Health Transformation,https://dch.georgia.gov/announcement/2026-07-23/georgia-reaches-103-million-total-awards-date-expand-rural-healthcare,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,3,2026-07-23,1,Transforming for a Sustainable Health System in Rural Georgia,60000000,AHEAD Model pre-implementation funding,80,STATED_PER_RECIPIENT,DIRECT,Yes,HIGH,"DCH 2026-07-23 announcement, GREAT Health Phase 3, Initiative 1. DCH states 80 rural hospitals each awarded $750,000. 80 x $750,000 = $60,000,000, which closes on the stated initiative total independently. The roster is at greathealth.georgia.gov/value-based-care-hospital-list, a host not on the egress allowlist, so recipient_confirmed = No: the class is confirmed, the individual names are not captured. Expands to 80 named rows once that host is reachable.",data/evidence/GA/2026-07-23_great_health_phase3_awards.html,RECIPIENT_NAMES_NOT_CAPTURED
GA,35,Georgia Board of Health Care Workforce,487500,STATE_AGENCY,No,"Sole named recipient of the initiative, in collaboration with the University System of Georgia, so the initiative total is this recipient's amount.",Yes,Yes,FY2026 (Year 1),Georgia Reaches $103 Million in Total Awards to Date to Expand Rural Healthcare through GREAT Health Transformation,https://dch.georgia.gov/announcement/2026-07-23/georgia-reaches-103-million-total-awards-date-expand-rural-healthcare,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,3,2026-07-23,4,Growing a Highly Skilled Healthcare Workforce in Rural Georgia,487500,GA-CARE nurse educator education awards,1,SOLE_RECIPIENT_OF_INITIATIVE,NON_HOSPITAL,No,HIGH,"DCH 2026-07-23 announcement, GREAT Health Phase 3, Initiative 4. Sole named recipient of the initiative, in collaboration with the University System of Georgia, so the initiative total is this recipient's amount.",data/evidence/GA/2026-07-23_great_health_phase3_awards.html,
GA,36,7 additional rural hospitals (AHEAD Model pre-implementation cohort) - names not captured,,HOSPITAL_OR_SYSTEM,Yes,"Completes the planned Year 1 group of 87. Phase 4 does not restate the $750,000 per-hospital figure, so no amount is carried: 7 x $750,000 = $5,250,000 would leave $10,385,000 for the readiness assessments below, but DCH states neither figure and neither is entered (§6.2 -- the amount is never divided).",No,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,1,Transforming for a Sustainable Health System in Rural Georgia,15635000,AHEAD Model pre-implementation funding,7,NOT_PUBLISHED,DIRECT,Yes,HIGH,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 1. Completes the planned Year 1 group of 87. Phase 4 does not restate the $750,000 per-hospital figure, so no amount is carried: 7 x $750,000 = $5,250,000 would leave $10,385,000 for the readiness assessments below, but DCH states neither figure and neither is entered (§6.2 -- the amount is never divided).",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,RECIPIENT_NAMES_NOT_CAPTURED
GA,37,AHEAD readiness assessments for all 87 hospitals - provider not named,,NOT_YET_NAMED,No,"DCH funded assessments of all 87 hospitals but names no provider. The hospitals are assessed, not paid, so this is in-kind and never enters a distributed-to-hospitals total.",No,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,1,Transforming for a Sustainable Health System in Rural Georgia,15635000,Personalized AHEAD readiness assessments,,NOT_PUBLISHED,IN_KIND_BENEFIT,Yes,MEDIUM,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 1. DCH funded assessments of all 87 hospitals but names no provider. The hospitals are assessed, not paid, so this is in-kind and never enters a distributed-to-hospitals total.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,
GA,38,Georgia Health Care Association,,NONPROFIT_CBO,No,"Long-term care trade association; the beneficiaries are nursing facility residents, not hospitals.",Yes,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,2,Strengthening the Continuum of Care in Rural Georgia,6209688,Regional Nursing Home Transportation Enhancement,1,NOT_PUBLISHED,NON_HOSPITAL,No,MEDIUM,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 2. Long-term care trade association; the beneficiaries are nursing facility residents, not hospitals.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,
GA,39,"Type 2 ambulances - rural hospitals eligible to apply, not yet awarded",,NOT_YET_NAMED,Unclear,"DCH completed the procurement and says select rural hospitals 'will be eligible to apply for soon'. §0.3 exactly: eligibility is not receipt. Unclear, and it must not be imputed to Yes.",No,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,2,Strengthening the Continuum of Care in Rural Georgia,6209688,Type 2 ambulance procurement,,NOT_PUBLISHED,PASS_THROUGH_UNRESOLVED,Yes,LOW,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 2. DCH completed the procurement and says select rural hospitals 'will be eligible to apply for soon'. §0.3 exactly: eligibility is not receipt. Unclear, and it must not be imputed to Yes.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,ELIGIBILITY_NOT_RECEIPT
GA,40,"Planning and actuarial development, Nutrition and Weight Management eligibility category - recipient not named",,NOT_YET_NAMED,No,Actuarial and planning work on a proposed Medicaid eligibility category. No recipient named.,No,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,2,Strengthening the Continuum of Care in Rural Georgia,6209688,Planning for Healthy Babies demonstration,,NOT_PUBLISHED,NON_HOSPITAL,No,MEDIUM,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 2. Actuarial and planning work on a proposed Medicaid eligibility category. No recipient named.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,
GA,41,Emory University,,UNIVERSITY_OR_AHC,No,"The second §0.3a case in this file. School-based health infrastructure again, and again NON_HOSPITAL because Emory University is the recipient. Had DCH awarded it to a hospital system, as Delaware did to Beebe Healthcare, it would be DIRECT.",Yes,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,2,Strengthening the Continuum of Care in Rural Georgia,6209688,Building Bridges (School-Based Health Care Services Infrastructure),1,NOT_PUBLISHED,NON_HOSPITAL,No,HIGH,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 2. The second §0.3a case in this file. School-based health infrastructure again, and again NON_HOSPITAL because Emory University is the recipient. Had DCH awarded it to a hospital system, as Delaware did to Beebe Healthcare, it would be DIRECT.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,
GA,42,Behavioral Pediatric Resource Center,,NONPROFIT_CBO,No,recipient_type inferred from the name and not stated by DCH; confidence LOW pending verification of the entity's form.,Yes,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,2,Strengthening the Continuum of Care in Rural Georgia,6209688,Rural Provider Nutrition Training for Autism Spectrum Disorder,1,NOT_PUBLISHED,NON_HOSPITAL,No,LOW,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 2. recipient_type inferred from the name and not stated by DCH; confidence LOW pending verification of the entity's form.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,RECIPIENT_TYPE_INFERRED
GA,43,Georgia Department of Public Health,,STATE_AGENCY,No,An addition to the Phase 1 award to the same agency.,Yes,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,2,Strengthening the Continuum of Care in Rural Georgia,6209688,Newborn Screening Investments (added funding),1,NOT_PUBLISHED,NON_HOSPITAL,No,HIGH,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 2. An addition to the Phase 1 award to the same agency.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,
GA,44,"8 hospitals (Care to Consumer Point-of-Care Telepods, 12 telepods) - names not captured",,HOSPITAL_OR_SYSTEM,Yes,DCH states grants to eight hospitals for 12 telepods but names none of them. The class is confirmed; the names are not published on this page.,No,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,10378639,Care to Consumer Point-of-Care Telepods,8,NOT_PUBLISHED,DIRECT,Yes,HIGH,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 3. DCH states grants to eight hospitals for 12 telepods but names none of them. The class is confirmed; the names are not published on this page.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,RECIPIENT_NAMES_NOT_CAPTURED
GA,45,Georgia Hospital Association,,HOSPITAL_AFFILIATED_ENTITY,No,"GHA receives the grant and supplies obstetrical emergency carts to hospitals. Equipment reaches hospitals, dollars do not: §10.2 in-kind, hospital_benefiting = Yes.",Yes,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,10378639,Strengthening Perinatal Systems of Care,1,NOT_PUBLISHED,IN_KIND_BENEFIT,Yes,HIGH,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 3. GHA receives the grant and supplies obstetrical emergency carts to hospitals. Equipment reaches hospitals, dollars do not: §10.2 in-kind, hospital_benefiting = Yes.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,
GA,46,Georgia Department of Public Health,,STATE_AGENCY,No,"Telehealth technology for rural public health sites, not hospitals.",Yes,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,10378639,Public Health Telehealth Infrastructure,1,NOT_PUBLISHED,NON_HOSPITAL,No,HIGH,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 3. Telehealth technology for rural public health sites, not hospitals.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,
GA,47,Georgia Department of Behavioral Health and Developmental Disabilities (DBHDD),,STATE_AGENCY,No,"Trains rural providers; hospitals among the trained, but the award is to the agency.",Yes,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,10378639,Rural Telepsychiatry (Project ECHO pediatric model),1,NOT_PUBLISHED,NON_HOSPITAL,Yes,HIGH,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 3. Trains rural providers; hospitals among the trained, but the award is to the agency.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,
GA,48,Georgia Department of Public Health,,STATE_AGENCY,No,DPH's second Initiative 3 award action.,Yes,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,10378639,"PEACE for Moms (Perinatal Psychiatry, Education, Access and Community Engagement)",1,NOT_PUBLISHED,NON_HOSPITAL,No,HIGH,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 3. DPH's second Initiative 3 award action.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,
GA,49,Georgia Emergency Medical Services Association,,EMS_OR_PSAP,No,EMT and paramedic certification for rural students.,Yes,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,4,Growing a Highly Skilled Healthcare Workforce in Rural Georgia,23607500,Emergency Services Education and Training Awards,1,NOT_PUBLISHED,NON_HOSPITAL,No,HIGH,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 4. EMT and paramedic certification for rural students.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,
GA,50,Nursing Care Improvements (clinical faculty orientation and training) - recipient not named,,NOT_YET_NAMED,Unclear,"Phase 4 adds funding to Nursing Care Improvements without naming a recipient. Phase 1 awarded that strategy to the University System of Georgia, but carrying that across phases would be an imputation, so it is not made (§0.3).",No,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,4,Growing a Highly Skilled Healthcare Workforce in Rural Georgia,23607500,Nursing Care Improvements (added funding),,NOT_PUBLISHED,PASS_THROUGH_UNRESOLVED,No,LOW,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 4. Phase 4 adds funding to Nursing Care Improvements without naming a recipient. Phase 1 awarded that strategy to the University System of Georgia, but carrying that across phases would be an imputation, so it is not made (§0.3).",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,RECIPIENT_NOT_NAMED
GA,51,Georgia Board of Health Care Workforce,,STATE_AGENCY,No,Rural hospitals host the GME placements this expands.,Yes,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,4,Growing a Highly Skilled Healthcare Workforce in Rural Georgia,23607500,Rural Provider Workforce and Graduate Medical Education Enhancements,1,NOT_PUBLISHED,NON_HOSPITAL,Yes,HIGH,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 4. Rural hospitals host the GME placements this expands.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,
GA,52,University System of Georgia and Georgia Board of Health Care Workforce (GA-CARE partnership),,UNIVERSITY_OR_AHC,No,DCH describes one award to a two-party partnership. §6.2: the row names both and the amount is not divided between them. recipient_type follows the lead party.,Yes,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,4,Growing a Highly Skilled Healthcare Workforce in Rural Georgia,23607500,GA-CARE nursing faculty recruitment and development,2,NOT_PUBLISHED,NON_HOSPITAL,No,MEDIUM,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 4. DCH describes one award to a two-party partnership. §6.2: the row names both and the amount is not divided between them. recipient_type follows the lead party.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,MULTI_RECIPIENT_FIELD
GA,53,"13 hospitals (Workforce Retention Technology, surgical robotics) - names not captured",,HOSPITAL_OR_SYSTEM,Yes,"DCH, with the Georgia Board of Health Care Workforce, awarded 13 hospitals grants to purchase surgical robotics. Hospitals are the named class of recipient; individual names are not published on this page.",No,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,5,Leveraging Technology for Healthcare Innovations in Rural Georgia,37500000,Workforce Retention Technology (surgical robotics),13,NOT_PUBLISHED,DIRECT,Yes,HIGH,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 5. DCH, with the Georgia Board of Health Care Workforce, awarded 13 hospitals grants to purchase surgical robotics. Hospitals are the named class of recipient; individual names are not published on this page.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,RECIPIENT_NAMES_NOT_CAPTURED
GA,54,Equifax,,VENDOR_OR_CONTRACTOR,No,Reduces Medicaid eligibility determination delays. A vendor receives the money.,Yes,No,FY2026 (Year 1),Georgia Reaches Major Milestone with All Year 1 GREAT Health Awards Fully Committed,https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,4,2026-08-27,5,Leveraging Technology for Healthcare Innovations in Rural Georgia,37500000,Eligibility System Enhancements,1,NOT_PUBLISHED,NON_HOSPITAL,No,HIGH,"DCH 2026-08-27 announcement, GREAT Health Phase 4, Initiative 5. Reduces Medicaid eligibility determination delays. A vendor receives the money.",data/evidence/GA/2026-08-27_great_health_phase4_awards.html,
