state,candidate_rank,url_host,sample_source_title,example_url,n_activity_references,n_document_urls,last_seen_activity,verification_status,lead_agency,program_page_url,award_posting_url,pass_through_admin,pass_through_admin_url,last_verified,verified_by,verification_note,instruction
MT,1,https://dphhs.mt.gov,MT - 2024 - RHTP Vendor Information and Upcoming RFP Webinar Announcement,https://dphhs.mt.gov/RuralHealthTransformationProgram/CoE,12,9,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
MT,2,https://mtha.org,MT - 2025 - ABOUT MHA NEWS,https://mtha.org/rhtp-latest-news-archive,4,3,2026-08-18,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
MT,3,https://bids.mt.gov,MT - 2026 - Welcome to Montana Acquisition & Contracting System (eMACS),https://bids.mt.gov/,2,1,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
MT,4,https://bids.sciquest.com,NA,https://bids.sciquest.com/apps/Router/PublicEvent?tab=PHX_NAV_SourcingOpenForBid&CustomerOrg=StateOfMontana&SourcingPublicSite_FilterWorkGroup_PublicSite=%5B%5D&SourcingPublicSite_FILTER_BY_BUSINESS_UNIT=undefined&SourcingPublicSite_FILTER_BY_BUSINESS_UNIT_buDisplayName=&SimpleSearch_Keyword=&tmstmp=1778870788043,1,0,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NC,1,https://trilliumhealthresources.org,"NC - 2026 - Together, we can strengthen rural health systems and support healthier communities across North Carolina.",https://trilliumhealthresources.org/NC-ROOTS-Region-2,4,2,2026-08-26,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NC,2,https://www.ncdhhs.gov,Expanding School Health Centers to Rural Areas Funding Opportunity,https://www.ncdhhs.gov/divisions/office-rural-health/rural-health-transformation-program,4,2,2026-08-26,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NC,3,https://hpp.nc.gov,NA,https://hpp.nc.gov/mobile-integrated-health-rfa,2,1,2026-08-26,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NC,4,https://governor.nc.gov,NA,https://governor.nc.gov/news/press-releases/2025/11/21/north-carolina-applies-200-million-rural-health-transformation-program,1,0,2026-04-23,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
ND,1,https://www.hhs.nd.gov,Behavioral Health Promotion Community Grants,https://www.hhs.nd.gov/rural-health-transformation/funding,4,2,2026-08-21,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NE,1,https://dhhs.ne.gov,Community Health Worker Networks - Phase 1,https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RFI%20August%202026.docx,8,6,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NH,1,https://www.dhhs.nh.gov,NA,https://www.dhhs.nh.gov/sites/g/files/ehbemt476/files/inline-documents/sonh/rfp-2027-dph-09-ochse-app-f-deliver.xlsx,4,3,2026-08-25,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NH,2,https://www.gonorth.nh.gov,NA,https://www.gonorth.nh.gov/funding-opportunities-0,3,1,2026-08-20,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NH,3,https://bids.sciquest.com,NA,https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=USNH,2,1,2026-08-26,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NH,4,https://healthynh.org,FHC Transformation Technical Assistance Center (T-TAC) RFQ,https://healthynh.org/initiatives/rural-health-transformation-program,2,1,2026-08-26,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NH,5,https://nhcbha.org,Development of a Needs and Readiness Assessment and Vendor RFP to Modernize Ten Community Mental Health Centers Via Selection and Adoption of a Common Electronic Health Record (EHR) Platform,https://nhcbha.org/,1,0,2026-08-18,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NJ,1,https://healthapps.nj.gov,NJ - 2026 - Health Department Grants,https://healthapps.nj.gov/noticeofgrant/noticegrants.aspx,2,1,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NJ,2,https://www.nj.gov,NA,https://www.nj.gov/health/fhs/primarycare/rural-health/,1,0,2026-08-07,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NM,1,https://www.hca.nm.gov,ASO Services for Rural and Behavioral Health Program Administration,https://www.hca.nm.gov/rural-health-transformation-program,3,1,2026-08-14,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NV,1,https://www.nvha.nv.gov,"Graduate Medical Education (GME) Grant Program, Round VIII (SFY26)",https://www.nvha.nv.gov/RHTP/rht-nofos/,10,8,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NY,1,https://health.ny.gov,NY - 2025 - Transforming Rural Healthcare in New York,https://health.ny.gov/facilities/transforming_rural_healthcare,3,2,2026-08-20,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NY,2,https://www.health.ny.gov,New York RHTP Initiative 4 — Cybersecurity Resilience Interest Form,https://www.health.ny.gov/funding,2,1,2026-08-26,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
NY,3,https://www.nyscr.ny.gov,NA,https://www.nyscr.ny.gov/,2,1,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
OH,1,https://odh.ohio.gov,DOH61365 SFY27 Rural Hospital Peer Group Funding Opportunity,https://odh.ohio.gov/wps/portal/gov/odh/know-our-programs/rural-health-transformation-program/media/rh-transformation-letter,6,2,2026-08-25,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
OH,2,https://governor.ohio.gov,OH - 2025 - Governor DeWine Announces Ohio's RHTP Award,https://governor.ohio.gov/media/news-and-media/governor-dewine-announces-ohios-rural-health-transformation-program-award,2,1,2026-08-26,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
OK,1,https://oklahoma.gov,Behavioral Health Integration – Medications for Opioid and Alcohol Use Disorder,https://oklahoma.gov/health/rhtp.html,9,5,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
OR,1,https://www.oregon.gov,OR - 2025 - You are here,https://www.oregon.gov/oha/erd/pages/oregon-organizations-awarded-federal-funding-to-improve-rural-healthcare-04.10.2026.aspx,7,4,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
OR,2,https://content.govdelivery.com,NA,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,1,0,2026-06-09,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
PA,1,https://www.pa.gov,PA - 2026 - Skip to agency navigation Skip to main content Official website,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rhtp-funding-opportunities,5,3,2026-08-21,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
RI,1,https://eohhs.ri.gov,"RI - 2025 - Rhode Island Announces $6,695,000 in Primary Care Grant Awards to 85 Practices",https://eohhs.ri.gov/initiatives/rural-health-transformation-program/rural-stakeholder-advisory-council,6,3,2026-08-26,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
RI,2,https://governor.ri.gov,NA,https://governor.ri.gov/press-releases,5,1,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
RI,3,https://health.ri.gov,RI - 2025 - Application Process for Rhode Island National Health Service Corp Sites,https://health.ri.gov/healthcare/rural-health-transformation-program,4,1,2026-08-20,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
RI,4,https://ridop.ri.gov,NA,https://ridop.ri.gov/agency-procurement-club-and-campus,3,2,2026-08-19,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
SC,1,https://www.scdhhs.gov,RHTP: Wellness Within Reach Initiative,https://www.scdhhs.gov/communications/scdhhs-receives-grant-invest-maternal-health-care,12,9,2026-08-26,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
SC,2,http://www.scdhhs.gov,NA,http://www.scdhhs.gov/RHTP,1,1,2026-08-18,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
SC,3,https://scdhhs.gov,Connections to Care – Expand Remote Patient Monitoring (RPM) & Assistive Technology,https://scdhhs.gov/rhtp,1,0,2026-08-18,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
SC,4,https://scorh.net,South Carolina Cancer Screening Improvement Initiative,https://scorh.net/fundingopportunities/,1,0,2026-07-31,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
SD,1,https://doh.sd.gov,SD - 2026 - Gov. Rhoden Awards RHT Technology and Data Grants,https://doh.sd.gov/media/dw2b1tic/rht-funding-forecast.pdf,7,4,2026-08-20,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
SD,2,https://postingboard.esmsolutions.com,Building a Sustainable Rural Healthcare Workforce: Education,https://postingboard.esmsolutions.com/3444a404-3818-494f-84c5-2a850acd7779/events,2,1,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
SD,3,https://sdaho.org,SD - 2026 - Member Login About SDAHO,https://sdaho.org/2026/04/02/new-rural-strong-grant-opportunity-for-south-dakota-providers,2,1,2026-08-22,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
SD,4,https://sdhealthlink.org,NA,https://sdhealthlink.org/healthlink-resources/rural-health-transformation-funding/,1,0,2026-06-19,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
SD,5,https://sourcing.esmsolutions.com,NA,https://sourcing.esmsolutions.com/postingboard/entities/3444a404-3818-494f-84c5-2a850acd7779,1,0,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
TN,1,https://www.tn.gov,Creating Healthier Rural Communities Through the End Zone for Chronic Disease Prevention,https://www.tn.gov/content/dam/tn/generalservices/documents/cpo/swc-files/700/swc-700/SWC_700_Usage_Instructions.docx,9,7,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
TN,2,https://tha.com,"TN - 2026 - Tennessee Landing Page (updated: August 19, 2026)",https://tha.com/advocacy/rural-health-transformation-program,2,1,2026-08-19,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
TN,3,https://c2cre237.caspio.com,Establish the Tennessee Memory Care Assessment Network (MCAN),https://c2cre237.caspio.com/dp/4cdb40003c407a2328014c28a496,1,0,2026-06-03,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
TN,4,https://tndeptofhealth.caspio.app,NA,https://tndeptofhealth.caspio.app/tdh-partner-portal/home,1,0,2026-06-16,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
TX,1,https://gov.texas.gov,TX - 2025 - Office of the Texas Governor | Greg Abbott Home,https://gov.texas.gov/organization/military/grants,7,6,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
TX,2,https://hhsgrant.my.site.com,Recovery-Focused Clubhouse Grant Program,https://hhsgrant.my.site.com/Grants,6,1,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
TX,3,https://resources.hhs.texas.gov,Family Support Services (FSS) Community Services Grant,https://resources.hhs.texas.gov/rfa,3,2,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
TX,4,https://pfd.hhs.texas.gov,NA,https://pfd.hhs.texas.gov/rural-health-transformation-program,1,0,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
UT,1,https://docs.google.com,UT - 2024 - RHTP SHIFT 3.4 New Models of Care Q & A,https://docs.google.com/document/d/1GEbypfzMcuyJFrBFUMox4UdPQInx-pQNLjfWAOTnFTY/export?format=docx,9,9,2026-08-24,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
UT,2,https://dhhs.utah.gov,"Behavioral Health–Primary Care Integration (PATH 1.5, 1.G)",https://dhhs.utah.gov/ruralhealth/cms-information,6,4,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
UT,3,https://ruralhealth.utah.gov,NA,https://ruralhealth.utah.gov,2,0,2026-04-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
VA,1,https://vhhafoundation.org,VA - 2026 - RHT IN VIRGINIA,https://vhhafoundation.org/virginia-rural-health-transformation/,3,2,2026-08-26,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
VA,2,https://www.ruralhealthtransformationva.virginia.gov,VA - 2024 - Virginia RHT An official website of the Commonwealth of Virginia Here's how you know,https://www.ruralhealthtransformationva.virginia.gov/,3,1,2026-08-22,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
VA,3,https://www.vhcf.org,Provider Productivity: Technology that Makes Time for Care (RFA-RHTP-2026-02),https://www.vhcf.org/rural-health,3,2,2026-08-22,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
VA,4,https://dmas.virginia.gov,VA - 2026 - The Rural Health Care Transformation initiative is a statewide effort to strengthen health care in Virginia’s rural communities.,https://dmas.virginia.gov/data-reporting/programs-services/rural-health-transformation,2,1,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
VA,5,https://www.dmas.virginia.gov,NA,https://www.dmas.virginia.gov/news-updates/press-releases,2,1,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
VA,6,https://vfcce.org,Virginia RHTP: Homegrown Health Heroes — Allied Health Degrees (VFCCE),https://vfcce.org/news/,1,0,2026-08-21,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
VT,1,https://www.vermontbusinessregistry.com,AHS Rural Health Grant Management Solution,https://www.vermontbusinessregistry.com/BidPreview.aspx?BidID=73660,12,0,2026-06-04,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
VT,2,https://taggs.hhs.gov,VT - 2025 - Award Information,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=RHTCMS332047&arg_ProgOfficeCode=190,5,4,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
VT,3,https://healthcarereform.vermont.gov,Enhancing Blueprint Transformation Network Capacity: Workforce Support and System Development through Learning Collabs,https://healthcarereform.vermont.gov/rht-program-rfps-nofos,4,2,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
VT,4,https://gmcboard.vermont.gov,NA,https://gmcboard.vermont.gov/board/news,3,1,2026-08-19,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
VT,5,http://www.bgs.state.vt.us,NA,http://www.bgs.state.vt.us/pca/bids/pdf/GMCB%20RHT%20Health%20Data%20Infrastructure%20Tranformation%20RFP%20Addendum1.pdf,2,0,2026-06-15,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
VT,6,https://dail.vermont.gov,VT DAIL RHT NOFO: Expanding Dialysis & Ventilator Services,https://dail.vermont.gov/news/rural-health-transformation-grant-opportunities,2,1,2026-08-24,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
WA,1,https://www.hca.wa.gov,Embedding Substance Use Disorder Support Services in Washington Emergency Departments,https://www.hca.wa.gov/about-hca/bids-and-contracts,4,1,2026-08-26,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
WI,1,https://www.dhs.wisconsin.gov,Community Health Workers (CHW) Training Providers,https://www.dhs.wisconsin.gov/business/solicitations-list.htm,9,2,2026-08-25,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
WI,2,https://dpi.wi.gov,WI - 2025 - Perkins Webinars,https://dpi.wi.gov/cte/perkins-technical-assistance/perkins-webinars,4,3,2026-08-26,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
WI,3,https://dwd.wisconsin.gov,"Workforce Innovation Grant: Healthcare Employment, Access, and Rural Transformation (WIG:HEART)",https://dwd.wisconsin.gov/det/heart,2,0,2026-07-31,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
WI,4,https://worh.org,NA,https://worh.org/events/,2,0,2026-06-26,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
WV,1,https://health.wv.gov,Connected Care Grid – Interoperable Provider Directory and Scheduling Platform,https://health.wv.gov/news,6,3,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
WV,2,https://docs.google.com,WV - 2024 - West Virginia RHTP Solicitation Q&A Form: Smart Care Catalyst - Program of All-Inclusive Care for the Elderly (PACE) -Aligned Care Model…,https://docs.google.com/forms/d/e/1FAIpQLScFgHaLqDzCVPh19_PczLRfudcSRbpdOjsDOEn_8iat23kkCQ/viewform,2,2,2026-08-27,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
WV,3,https://prd311.wvoasis.gov,AFA - Mobile Medical Primary Care & Dental Care - FY2027,https://prd311.wvoasis.gov/PRDVSS1X1ERP/Advantage4,2,1,2026-08-26,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
WV,4,https://governor.wv.gov,NA,https://governor.wv.gov/rht,1,0,2026-04-23,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
WY,1,https://health.wyo.gov,"WY - 2025 - Wyoming Landing Page (updated: August 21, 2026)",https://health.wyo.gov/admin/rural-health-transformation-program,3,1,2026-08-21,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
WY,2,https://drive.google.com,NA,https://drive.google.com/file/d/17ThC-OECPErGwky8z6SszwoqaF0tqsTG/view,1,0,2026-07-01,UNVERIFIED,NA,NA,NA,NA,NA,NA,NA,NA,"Open example_url. If this host is where notices of award are posted, put that page in award_posting_url and set last_verified. If it is a pass-through administrator, fill pass_through_admin instead (§7.3)."
