state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,determination_basis,classification_rule,source_archive_path
MD,25,Talbot Hospice Foundation Inc,29750,NONPROFIT_CBO,No,"Talbot Hospice proposes a technology-enabled initiative to improve palliative care coordination and remote patient monitoring (RPM) for rural patients with serious chronic illnesses in Talbot County, Maryland. Key components include deployment of a care management platform, care coordination, and remote patient monitoring.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,26,The Beacon Institute Inc,860000,NONPROFIT_CBO,No,"The Beacon Institute, as the primary applicant, aims to establish a Sustainable Collaborative Post-Acute Integrated Network (MRN). The initiative focuses on transforming care in Maryland’s 18 rural counties by integrating nursing home care, reducing Medicare/Medicaid costs, and enhancing primary and behavioral care services.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,27,TidalHealth,4911052,NONPROFIT_CBO,No,"The project addresses critical barriers such as provider shortages, transportation deficits, high chronic disease rates, and digital inequity. Key components include Epic-based risk stratification, expanding remote patient monitoring and telehealth, integrating standardized behavioral health screenings into primary care, enhancing",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,28,Washington County Community Action Council,149964,NONPROFIT_CBO,No,"Entitled ""Rooted and Resilient Washington County,"" the project seeks to address critical rural health disparities and transportation barriers in Washington County by expanding and optimizing the agency's existing Non-Emergency Medical Transportation (NEMT) program.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,29,Worcester County Health Department,2600000,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"The proposed project focuses on expanding behavioral health services and sustainable healthcare access in Worcester County. Key components include care coordination, case management focused on seniors, expansion of school-based therapy, menopause education, physical wellness enhancements, and an ""Exercise is Medicine"" framework.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient name rule: county or city health department, a local public health body. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",PATTERN,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,30,Johns Hopkins University,6340198,UNIVERSITY_OR_AHC,No,"The proposed NAVIGATE-MD collaborative will create a statewide prehospital neurological triage platform integrating emergency medical services (EMS), teleneurology, and Maryland’s CRISP health information exchange infrastructure to speed early diagnosis, improve access to neurologic expertise, streamline prehospital destination decisions, reduce unnecessary utilization, and improve patient-centered outcomes for rural patients with acute neurological symptoms, for which diagnostic recognition can be delayed.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",PATTERN,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,31,Children's Hospital,1100000,HOSPITAL_OR_SYSTEM,Yes,"The project aims to establish an integrated pediatric behavioral health ecosystem to address severe provider shortages and long wait times for youth ages 0-18 in rural Maryland. The program will launch in Southern Maryland and aims to subsequently expand statewide. Key components include integrating primary care through the evidence-based Collaborative Care Model (CoCM), establishing rapid evaluation and telepsychiatry workflows in rural emergency departments to reduce psychiatric boarding, expanding substance use treatment and Peer Recovery Coaches in emergency departments, care coordination, and",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,PILLAR2_TRANSFORMATION_FUND,BP1,DIRECT,Yes,NAMED_HOSPITAL,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,32,West Cecil Health Center,1159875,NONPROFIT_CBO,No,"The project, based at the West Cecil Health Center, a Federally Qualified Health Center, will integrate primary care, behavioral health, and dental services with care management, nutrition services, and an embedded clinical pharmacist to manage chronic diseases, improve medication adherence, and reduce avoidable emergency department visits.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,33,University of Maryland Medical System,4020144,UNIVERSITY_OR_AHC,No,"The project aims to expand virtual care and telehealth infrastructure to improve clinical outcomes and timely access to specialists across eight state-designated rural counties. The centralized model, operated out of the University of Maryland Access Center (UMAC), will focus on high-risk chronic diseases, maternal health, post-discharge timely follow-ups, and rural dementia care.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",PATTERN,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,34,Cornerstone Family Medicine,285687,PHYSICIAN_PRACTICE,No,,Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care - Expand Primary Care Access Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Expand-Primary-Care-Access-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,MEDIUM,,PILLAR2_EXPAND_PRIMARY_CARE,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient name rule: name states a clinical practice. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",PATTERN,data/evidence/MD/2026-08-29_mdh_pillar2_expand_primary_care_bp1_award_offers.pdf
MD,35,Healthy Mind Foundation,530000,NONPROFIT_CBO,No,,Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care - Expand Primary Care Access Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Expand-Primary-Care-Access-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_EXPAND_PRIMARY_CARE,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_expand_primary_care_bp1_award_offers.pdf
MD,36,Menocal Family Practice,398671,NONPROFIT_CBO,No,,Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care - Expand Primary Care Access Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Expand-Primary-Care-Access-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_EXPAND_PRIMARY_CARE,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_expand_primary_care_bp1_award_offers.pdf
MD,37,Miles River Primary Care,1028000,NONPROFIT_CBO,No,"Open a new office to serve 1,000 new patients",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care - Expand Primary Care Access Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Expand-Primary-Care-Access-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_EXPAND_PRIMARY_CARE,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_expand_primary_care_bp1_award_offers.pdf
MD,38,Ryan’s Place Health Services,447547,NONPROFIT_CBO,No,Establish a new practice to serve 300 new patients Northern,Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care - Expand Primary Care Access Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Expand-Primary-Care-Access-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_EXPAND_PRIMARY_CARE,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_expand_primary_care_bp1_award_offers.pdf
MD,39,Tru Primary Care,1370000,NONPROFIT_CBO,No,,Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care - Expand Primary Care Access Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Expand-Primary-Care-Access-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_EXPAND_PRIMARY_CARE,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_expand_primary_care_bp1_award_offers.pdf
MD,40,Trusted Doctors,1457596,NONPROFIT_CBO,No,,Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care - Expand Primary Care Access Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Expand-Primary-Care-Access-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_EXPAND_PRIMARY_CARE,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_expand_primary_care_bp1_award_offers.pdf
MD,41,West Cecil Health Center,695532,NONPROFIT_CBO,No,,Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care - Expand Primary Care Access Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Expand-Primary-Care-Access-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_EXPAND_PRIMARY_CARE,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_expand_primary_care_bp1_award_offers.pdf
