file,row,state,name,new_type,basis_type,verified_by,basis,rule,queue_code,old_type,old_conf,new_conf,old_flow,new_flow,old_dth,new_dth,old_attr,new_attr,amount,flow_settled_held,flow_note,type_changed,flow_changed,bucket_before,bucket_after
ia_year1_awardees.csv,159,IA,Ottumwa Regional Health Center,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Ottumwa Regional Health Center, hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,165,IA,Sioux Center Health,HOSPITAL_OR_SYSTEM,ORG_WEBSITE,"Claude, run by IN","Sioux Center Health, nonprofit critical access hospital and health system. https://jobs.higlobe.com/company/3060/sioux-center-health",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,166,IA,Henry County Health Center,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Henry County Health Center (Mount Pleasant), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18885/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,169,IA,Buchanan County Health Center,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Buchanan County Health Center (Independence), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18885/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,171,IA,Kossuth Regional Health Center,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Kossuth Regional Health Center (Algona), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,173,IA,Regional Health Services of Howard County,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Regional Health Services of Howard County (Cresco), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,174,IA,CHI Health Mercy Corning,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","CHI Health Mercy Corning, critical access hospital. https://hhs.iowa.gov/media/18094/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,175,IA,CHI Health Missouri Valley,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","CHI Health Missouri Valley, critical access hospital. https://hhs.iowa.gov/media/18094/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,184,IA,Jackson County Regional Health Center,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Jackson County Regional Health Center (Maquoketa), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18885/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,185,IA,Jefferson County Health Center,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Jefferson County Health Center (Fairfield), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18885/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,188,IA,Emplify Health by Gundersen,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Emplify Health by Gundersen, hospital system. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18885/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,195,IA,Morning Glory Birth & Wellness,OTHER,GENERAL_KNOWLEDGE,"Claude, run by IN",Birth and wellness center / midwifery practice. Not one of the nine categories. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline,VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,197,IA,"Sanford Health Network –Sioux Falls, SD (Rock Rapids)",HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Sanford Health Network, Rock Rapids hospital. https://hhs.iowa.gov/media/18885/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,198,IA,Whiting Commercial Development Corp.,NONPROFIT_CBO,GENERAL_KNOWLEDGE,"Claude, run by IN",Same Whiting Commercial Development Corp as row 315 (different roster). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18885/download?inline,VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,205,IA,"Sanford Health Network –Sioux Falls, SD (Sheldon)",HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Sanford Health Network, Sheldon hospital. https://hhs.iowa.gov/media/18885/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,206,IA,Ottumwa Regional Health Center,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Ottumwa Regional Health Center, hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,211,IA,Wells Bros Pharmacy Services LLC,OTHER,GENERAL_KNOWLEDGE,"Claude, run by IN",Pharmacy services company (LLC). Not one of the nine categories. https://hhs.iowa.gov/media/18886/download?inline,VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,212,IA,Greater Sioux Community Health dba Promise Health Center,FQHC_OR_RHC,ORG_WEBSITE,"Claude, run by IN","Promise Community Health Center (Sioux Center), the only FQHC in far northwest Iowa. https://promisechc.org/?p=8",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,213,IA,Greater Sioux Community Health dba Promise Health Center,FQHC_OR_RHC,ORG_WEBSITE,"Claude, run by IN","Promise Community Health Center (Sioux Center), the only FQHC in far northwest Iowa. https://promisechc.org/?p=8",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,216,IA,Aspire Health & Wellness,OTHER,GENERAL_KNOWLEDGE,"Claude, run by IN",medically supervised weight loss and wellness clinic,VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,221,IA,Palmer Lutheran Health Center,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Palmer Lutheran Health Center (West Union), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,222,IA,MercyOne New Hampton,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","MercyOne New Hampton, critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,223,IA,MercyOne New Hampton,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","MercyOne New Hampton, critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,225,IA,Aspire Health & Wellness,OTHER,GENERAL_KNOWLEDGE,"Claude, run by IN",medically supervised weight loss and wellness clinic,VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,226,IA,Heartland Family Service,NONPROFIT_CBO,GENERAL_KNOWLEDGE,"Claude, run by IN","Heartland Family Service, nonprofit human services agency. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,228,IA,"Primary Health Care, Inc.",FQHC_OR_RHC,GENERAL_KNOWLEDGE,"Claude, run by IN","Primary Health Care, Inc., an FQHC (central Iowa). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,229,IA,Lucas County Health Center,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Lucas County Health Center (Chariton), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,232,IA,Ottumwa Regional Health Center,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Ottumwa Regional Health Center, hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,233,IA,"Primary Health Care, Inc.",FQHC_OR_RHC,GENERAL_KNOWLEDGE,"Claude, run by IN","Primary Health Care, Inc., an FQHC (central Iowa). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,236,IA,"The Gabrielson Clinic for Women, PLC",PHYSICIAN_PRACTICE,GENERAL_KNOWLEDGE,"Claude, run by IN","The Gabrielson Clinic for Women, PLC, physician-owned OB/GYN practice. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,238,IA,Heartland Family Service,NONPROFIT_CBO,GENERAL_KNOWLEDGE,"Claude, run by IN","Heartland Family Service, nonprofit human services agency. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,241,IA,Lakes Regional Healthcare,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Lakes Regional Healthcare (Spirit Lake), hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,243,IA,"Mercy Health Services -Iowa, Corp",HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Mercy Health Services-Iowa, Corp., the MercyOne hospital system's operating entity. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,245,IA,Audubon County Memorial Hospita,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Audubon County Memorial Hospital (roster spells it ""Hospita""); already coded a hospital elsewhere in the IA file. https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ia_year1_awardees.csv,249,IA,McFarland Clinic PC (Webster City),PHYSICIAN_PRACTICE,GENERAL_KNOWLEDGE,"Claude, run by IN","McFarland Clinic PC, multispecialty physician group (Webster City site). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,250,IA,"Family, Inc dba Firefly",NONPROFIT_CBO,GENERAL_KNOWLEDGE,"Claude, run by IN","Family, Inc. dba Firefly (Council Bluffs), nonprofit child and family services agency. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,251,IA,McFarland Clinic PC (Carroll),PHYSICIAN_PRACTICE,GENERAL_KNOWLEDGE,"Claude, run by IN","McFarland Clinic PC, multispecialty physician group (Carroll site). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,252,IA,McFarland Clinic PC (Jefferson),PHYSICIAN_PRACTICE,GENERAL_KNOWLEDGE,"Claude, run by IN","McFarland Clinic PC, multispecialty physician group (Jefferson site). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,253,IA,McFarland Clinic PC (Story City),PHYSICIAN_PRACTICE,GENERAL_KNOWLEDGE,"Claude, run by IN","McFarland Clinic PC, multispecialty physician group (Story City site). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,254,IA,McFarland Clinic PC (Story City),PHYSICIAN_PRACTICE,GENERAL_KNOWLEDGE,"Claude, run by IN","McFarland Clinic PC, multispecialty physician group (Story City site). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,255,IA,McFarland Clinic PC (Marshalltown),PHYSICIAN_PRACTICE,GENERAL_KNOWLEDGE,"Claude, run by IN","McFarland Clinic PC, multispecialty physician group (Marshalltown site). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,256,IA,McFarland Clinic PC (Marshalltown),PHYSICIAN_PRACTICE,GENERAL_KNOWLEDGE,"Claude, run by IN","McFarland Clinic PC, multispecialty physician group (Marshalltown site). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,257,IA,McFarland Clinic PC (Fort Dodge),PHYSICIAN_PRACTICE,GENERAL_KNOWLEDGE,"Claude, run by IN","McFarland Clinic PC, multispecialty physician group (Fort Dodge site). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ia_year1_awardees.csv,259,IA,Infinity Health,FQHC_OR_RHC,ORG_WEBSITE,"Claude, run by IN","Infinity Health (Leon), FQHC with 11 sites in southern Iowa/northern Missouri; also the designated CMHC for several counties. https://yourlifeiowa.org/find-help-near-you/locator/infinity-health",VERIFICATION_ANSWER,IA_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
