state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,county,project_description,round_id,round_name,round_awards,round_amount,initiative,initiative_fund_use,source_archive_path,service_area,row_in_pool,section,listed_from,basis_type,verified_by,verified_basis
NV,75,East Fork Fire Protection District,,NONPROFIT_CBO,No,"Ambulance and Equipment. Service area: Douglas - Minden. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. First listed on the 2026-09-24 page. NVHA's $36 million Flex figure is its 2026-06-09 FIRST-ROUND release, and no document says whether this row is inside it, so this row carries no round total. Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Rural Health System Flex Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_MISSING,FLEX_FUND,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount and NO round total for this row's pool,Douglas - Minden,Ambulance and Equipment.,FLEX-ADDED,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),39,,Rural Health System Flex Fund,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Douglas - Minden,28,Rural Health System Flex Fund,2026-09-24,,,
NV,76,Washoe Barton Medical Clinic,,NONPROFIT_CBO,No,"Provide non-emergent medical transportation van for Douglas, Lyon, hawthorne transports. Service area: Douglas, Lyon, Mineral. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. First listed on the 2026-09-24 page. NVHA's $36 million Flex figure is its 2026-06-09 FIRST-ROUND release, and no document says whether this row is inside it, so this row carries no round total. Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Rural Health System Flex Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_MISSING,FLEX_FUND,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount and NO round total for this row's pool,"Douglas, Lyon, Mineral","Provide non-emergent medical transportation van for Douglas, Lyon, hawthorne transports.",FLEX-ADDED,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),39,,Rural Health System Flex Fund,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,"Douglas, Lyon, Mineral",29,Rural Health System Flex Fund,2026-09-24,,,
NV,77,Lyon County,,NONPROFIT_CBO,No,"New countywide Mobile Integrated Health and Community Paramedicine (MIH/CP) program. Service area: Lyon. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. First listed on the 2026-09-24 page. NVHA's $36 million Flex figure is its 2026-06-09 FIRST-ROUND release, and no document says whether this row is inside it, so this row carries no round total. Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Rural Health System Flex Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_MISSING,FLEX_FUND,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount and NO round total for this row's pool,Lyon,New countywide Mobile Integrated Health and Community Paramedicine (MIH/CP) program.,FLEX-ADDED,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),39,,Rural Health System Flex Fund,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Lyon,30,Rural Health System Flex Fund,2026-09-24,,,
NV,78,Esmeralda County Board of Commissioners,,NONPROFIT_CBO,No,"New paid countywide EMS, ambulance, personnel. Transition from volunteer to paid to meet demand. Service area: Esmeralda. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. First listed on the 2026-09-24 page. NVHA's $36 million Flex figure is its 2026-06-09 FIRST-ROUND release, and no document says whether this row is inside it, so this row carries no round total. Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Rural Health System Flex Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_MISSING,FLEX_FUND,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount and NO round total for this row's pool,Esmeralda,"New paid countywide EMS, ambulance, personnel. Transition from volunteer to paid to meet demand.",FLEX-ADDED,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),39,,Rural Health System Flex Fund,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Esmeralda,31,Rural Health System Flex Fund,2026-09-24,,,
NV,79,Mineral County,,NONPROFIT_CBO,No,"Ambulance, ventilator, ultrasound. Service area: Mineral. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. First listed on the 2026-09-24 page. NVHA's $36 million Flex figure is its 2026-06-09 FIRST-ROUND release, and no document says whether this row is inside it, so this row carries no round total. Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Rural Health System Flex Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_MISSING,FLEX_FUND,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount and NO round total for this row's pool,Mineral,"Ambulance, ventilator, ultrasound.",FLEX-ADDED,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),39,,Rural Health System Flex Fund,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Mineral,32,Rural Health System Flex Fund,2026-09-24,,,
NV,80,Mt. Grant General Hospital,,HOSPITAL_OR_SYSTEM,Yes,"Renovation and training for new imaging system funded by private donation. Service area: Mineral. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. First listed on the 2026-09-24 page. NVHA's $36 million Flex figure is its 2026-06-09 FIRST-ROUND release, and no document says whether this row is inside it, so this row carries no round total. Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Rural Health System Flex Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,HIGH,AMOUNT_MISSING,FLEX_FUND,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,NVHA publishes NO per-recipient amount and NO round total for this row's pool,Mineral,Renovation and training for new imaging system funded by private donation.,FLEX-ADDED,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),39,,Rural Health System Flex Fund,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Mineral,33,Rural Health System Flex Fund,2026-09-24,,,
NV,81,Incline Village Hospital,,HOSPITAL_OR_SYSTEM,Yes,"Boiler replacement design and permitting. Service area: Washoe-Incline. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. First listed on the 2026-09-24 page. NVHA's $36 million Flex figure is its 2026-06-09 FIRST-ROUND release, and no document says whether this row is inside it, so this row carries no round total. Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Rural Health System Flex Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,HIGH,AMOUNT_MISSING,FLEX_FUND,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,NVHA publishes NO per-recipient amount and NO round total for this row's pool,Washoe-Incline,Boiler replacement design and permitting.,FLEX-ADDED,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),39,,Rural Health System Flex Fund,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Washoe-Incline,34,Rural Health System Flex Fund,2026-09-24,,,
NV,82,N. Nye Hospital District,,HOSPITAL_OR_SYSTEM,Yes,"Ambulance and EMS staffing. Service area: Nye County. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. First listed on the 2026-09-24 page. NVHA's $36 million Flex figure is its 2026-06-09 FIRST-ROUND release, and no document says whether this row is inside it, so this row carries no round total. Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Rural Health System Flex Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,HIGH,AMOUNT_MISSING,FLEX_FUND,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,NVHA publishes NO per-recipient amount and NO round total for this row's pool,Nye County,Ambulance and EMS staffing.,FLEX-ADDED,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),39,,Rural Health System Flex Fund,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Nye County,35,Rural Health System Flex Fund,2026-09-24,,,
NV,83,Great Basin College,,UNIVERSITY_OR_AHC,No,"Student and Provider housing renovation Service area: Elko. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. First listed on the 2026-09-24 page. NVHA's $36 million Flex figure is its 2026-06-09 FIRST-ROUND release, and no document says whether this row is inside it, so this row carries no round total. Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Rural Health System Flex Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a university or college.,HIGH,AMOUNT_MISSING,FLEX_FUND,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount and NO round total for this row's pool,Elko,Student and Provider housing renovation,FLEX-ADDED,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),39,,Rural Health System Flex Fund,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Elko,36,Rural Health System Flex Fund,2026-09-24,,,
NV,84,Safe Harbor,,NONPROFIT_CBO,No,"Expand preventive dental access, diabetes management, hypertension control, prenatal care access Procurement of a mobile clinic, diagnostic equipment (X-ray, ultrasound, vision screening), and new staffing to deliver mobile and site-based clinical services. Service area: Nye County. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. First listed on the 2026-09-24 page. NVHA's $36 million Flex figure is its 2026-06-09 FIRST-ROUND release, and no document says whether this row is inside it, so this row carries no round total. Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Rural Health System Flex Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_MISSING,FLEX_FUND,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount and NO round total for this row's pool,Nye County,"Expand preventive dental access, diabetes management, hypertension control, prenatal care access Procurement of a mobile clinic, diagnostic equipment (X-ray, ultrasound, vision screening), and new staffing to deliver mobile and site-based clinical services.",FLEX-ADDED,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),39,,Rural Health System Flex Fund,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Nye County,37,Rural Health System Flex Fund,2026-09-24,,,
NV,85,Lander County EMS,,EMS_OR_PSAP,No,"New remote recovery unit, Rapid response team to address gaps in service, Ultrasound units and training. Service area: Lander County. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. First listed on the 2026-09-24 page. NVHA's $36 million Flex figure is its 2026-06-09 FIRST-ROUND release, and no document says whether this row is inside it, so this row carries no round total. Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Rural Health System Flex Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,FLEX_FUND,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount and NO round total for this row's pool,Lander County,"New remote recovery unit, Rapid response team to address gaps in service, Ultrasound units and training.",FLEX-ADDED,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),39,,Rural Health System Flex Fund,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Lander County,38,Rural Health System Flex Fund,2026-09-24,,,
NV,86,Nevada Medicaid,,NONPROFIT_CBO,No,"Infrastructure and technology support for rural jails to support re-entry programs. Service area: Statewide rural and frontier Nevada. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. First listed on the 2026-09-24 page. NVHA's $36 million Flex figure is its 2026-06-09 FIRST-ROUND release, and no document says whether this row is inside it, so this row carries no round total. Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Rural Health System Flex Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_MISSING,FLEX_FUND,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount and NO round total for this row's pool,Statewide rural and frontier Nevada,Infrastructure and technology support for rural jails to support re-entry programs.,FLEX-ADDED,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),39,,Rural Health System Flex Fund,Rural Health System Flex Fund -- rows first listed on NVHA's page after 2026-08-31 (no round total published),data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Statewide rural and frontier Nevada,39,Rural Health System Flex Fund,2026-09-24,,,
NV,87,"Board of Regents, NSHE, obo University of Nevada, Reno",,UNIVERSITY_OR_AHC,No,"UNR School of Medicine Family Medicine Obstetrics Fellowship program creates a two-year training and employment model to address the shortage of physicians in rural Nevada by expanding access to prenatal care, labor and delivery services, postpartum care, family planning, behavioral health, and substance use treatment in rural and frontier communities. Service area: All rural counties. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Medical Residency Program,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a university or college.,HIGH,AMOUNT_MISSING,WRRAP_RURAL_MEDICAL_RESIDENCY,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,All rural counties,"UNR School of Medicine Family Medicine Obstetrics Fellowship program creates a two-year training and employment model to address the shortage of physicians in rural Nevada by expanding access to prenatal care, labor and delivery services, postpartum care, family planning, behavioral health, and substance use treatment in rural and frontier communities.",WRRAP-RES,Workforce Recruitment and Rural Access Program - Rural Medical Residency,4,4800000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Rural Medical Residency,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,All rural counties,1,Workforce Recruitment and Rural Access Program - Medical Residency Program,2026-09-24,,,
NV,88,"Board of Regents, NSHE, obo University of Nevada, Reno Office of Rural Health",,UNIVERSITY_OR_AHC,No,"Rural Graduate Medical Educational Consortium (NRGMEC), The consortium will function as a centralized sponsoring and support structure providing accreditation assistance, shared administrative systems, faculty development, and technical assistance to rural hospitals. Enabling shared services and coordinated development across multiple rural sites. Service area: All rural counties. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Medical Residency Program,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a university or college.,HIGH,AMOUNT_MISSING,WRRAP_RURAL_MEDICAL_RESIDENCY,BP1 (12/29/2025 - 10/30/2026),IN_KIND_BENEFIT,Yes,NOT_HOSPITAL,,"Recipient name rule: name states a university or college. §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,All rural counties,"Rural Graduate Medical Educational Consortium (NRGMEC), The consortium will function as a centralized sponsoring and support structure providing accreditation assistance, shared administrative systems, faculty development, and technical assistance to rural hospitals. Enabling shared services and coordinated development across multiple rural sites.",WRRAP-RES,Workforce Recruitment and Rural Access Program - Rural Medical Residency,4,4800000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Rural Medical Residency,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,All rural counties,2,Workforce Recruitment and Rural Access Program - Medical Residency Program,2026-09-24,,,
NV,89,"Board of Regents, NSHE, obo University of Nevada, Reno Orvis School of Nursing",,UNIVERSITY_OR_AHC,No,"Create a Rural Advanced Practice Nursing Fellowship program. Enables currently practicing Family Nurse Practitioners (FNPs) and Psychiatric Mental Health Nurse Practitioners (PMHNPs) to dual certify and expand their scope of practice to include either behavioral health care or primary health care across the lifespan within one year. Funding would facilitate an APRN to continue providing care while studying, thus retaining a health care provider away from a healthcare professional shortage area during the advancement of their studies. Service area: All rural counties. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Medical Residency Program,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a university or college.,HIGH,AMOUNT_MISSING,WRRAP_RURAL_MEDICAL_RESIDENCY,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,All rural counties,"Create a Rural Advanced Practice Nursing Fellowship program. Enables currently practicing Family Nurse Practitioners (FNPs) and Psychiatric Mental Health Nurse Practitioners (PMHNPs) to dual certify and expand their scope of practice to include either behavioral health care or primary health care across the lifespan within one year. Funding would facilitate an APRN to continue providing care while studying, thus retaining a health care provider away from a healthcare professional shortage area during the advancement of their studies.",WRRAP-RES,Workforce Recruitment and Rural Access Program - Rural Medical Residency,4,4800000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Rural Medical Residency,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,All rural counties,3,Workforce Recruitment and Rural Access Program - Medical Residency Program,2026-09-24,,,
NV,90,"University of Nevada, Reno School of Medicine",,UNIVERSITY_OR_AHC,No,"Establish a new Rural Family Medicine Residency track in Fallon, Nevada. The residency will operate as a 2-2-2 model, with two residents entering the program annually. Service area: Churchill. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-09-24.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Medical Residency Program,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a university or college.,HIGH,AMOUNT_MISSING,WRRAP_RURAL_MEDICAL_RESIDENCY,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,Churchill,"Establish a new Rural Family Medicine Residency track in Fallon, Nevada. The residency will operate as a 2-2-2 model, with two residents entering the program annually.",WRRAP-RES,Workforce Recruitment and Rural Access Program - Rural Medical Residency,4,4800000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Rural Medical Residency,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Churchill,4,Workforce Recruitment and Rural Access Program - Medical Residency Program,2026-09-24,,,
